"","text","emotion","polarity"
"2425","ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha hanever let the truth g‚Ä","unknown","positive"
"2426","i tell you what immo be voting early to eject ur sorry ass out of office so america can regain‚Ä","sadness","negative"
"2427","youve voted by mail your family members have voted by mail your ag amp other cabinet members have‚Ä","unknown","positive"
"2428","the election must go on registered independenttheyve never been delayed in our countrys his‚Ä","unknown","negative"
"2429","heyare you trying to stay in power getting a little desperate are we","unknown","negative"
"2430","if you delay the november election many will accuse you of gross manipulationplease do not del‚Ä","unknown","negative"
"2431","no this election is happening","unknown","negative"
"2432","attention is on john lewis now put some respect on his name by shutting up","joy","positive"
"2433","at this point in the morning there are over‚Äúindividuals‚Äù i‚Äôm sure many are bots that ar‚Ä","unknown","positive"
"2434","reported you are misleading people about an electionwhy is it safe to send a paycheck a paym‚Ä","unknown","negative"
"2435","after the last four years its evident dems wont step down when they lose hoax n lies how much m‚Ä","unknown","negative"
"2436","on april th in south korea the most terrifying postal voting election in history occurred a se‚Ä","unknown","neutral"
"2437","delay the inevitable of your loss hell no wewillvote","unknown","negative"
"2438","facist trumpvirusdeathtollk","unknown","positive"
"2439","america is sick of you and we want you in prison not the white house any attempt to postpone the‚Ä","disgust","neutral"
"2440","no that was","unknown","positive"
"2441","you failed him","unknown","positive"
"2442","you‚Äôre going to lose you can not postpone losing resign","unknown","negative"
"2443","there is no evidence of widespread voter fraud through mailin voting even in states with allmai‚Ä","unknown","negative"
"2444","ˇëçˇëçˇëèˇëè that willnot only be a wise step but a tight slap on the faces of all those ppl includin‚Ä","unknown","neutral"
"2445","hahahahaha the idiot knows he‚Äôs losing bigly amp that he‚Äôll be booted out in a few days‚Ä","unknown","negative"
"2446","sounds to me you‚Äôre afraid of losing big guyif you scared just say that","fear","negative"
"2447","great job repubs leaving a dumb lunatic in office was fantastic","joy","negative"
"2448","what is the difference between absentee voting and mailin voting that makes one process better th‚Ä","unknown","neutral"
"2449","not gonna happenand the only embarrassment to this country is you","unknown","negative"
"2450","yes good idea delay the vote","joy","positive"
"2451","tyrants and despots delay elections the american people will crawl over broken glass and then swi‚Ä","fear","neutral"
"2452","is this whats happening to you do you need help","unknown","neutral"
"2453","hello president pelosi","unknown","positive"
"2454","its like when you set up all the excuses for why youll lose to your homeboy inonbefore ya‚Ä","joy","negative"
"2455","no stupidyou don‚Äôt delay the election you would like that so you can stay in office","joy","neutral"
"2456","can you say president pelosi","unknown","positive"
"2457","ˇòÇ","unknown","positive"
"2458","but schools can reopen","unknown","positive"
"2459","dear mr president do you realize when a person votes using an absentee ballot it is mailedor‚Ä","unknown","neutral"
"2460","lol king of trolls ˇòÇ","unknown","positive"
"2461","you want to rig the election because you know its over for youwe can smell your fearyou will not delay the election","unknown","neutral"
"2462","your friend just died","joy","positive"
"2463","stop whining youre only complaining because you know you will lose especially since voting is be‚Ä","unknown","neutral"
"2464","at this point anybody listening to faucifraud or anybody allowing this moron to speak should not‚Ä","unknown","positive"
"2465","i am going to risk covid to vote by your rules in person to vote you out","unknown","negative"
"2466","no stupid","surprise","negative"
"2467","don go and have a sit down turn off fox news amp put down the phone you have no constitutional aut‚Ä","disgust","positive"
"2468","today is representative john lewis‚Äô day amp your tweets of desperation can‚Äôt change that john lewis‚Ä","unknown","negative"
"2469","hey you should go hang out with herman cain forever","fear","positive"
"2470","was a fraud seems like you are scared that you will loseand that is whats going to happen","fear","neutral"
"2471","the entire state of washington votes by mail every single year","unknown","positive"
"2472","and what exactly do you think theelection was if not fraudulent","unknown","neutral"
"2473","we are with you mr president the democrats are lying cheaters and will do anything to steal an e‚Ä","unknown","negative"
"2474","you‚Äôre insane you do not have the power to do this you‚Äôre just sad because you know you don‚Äôt ha‚Ä","sadness","negative"
"2475","wewillvote votebluetoendthisnightmare","unknown","positive"
"2476","ummmmmm don‚Äôt you vote by mailˇˇè‚Äç‚ôÄÔè","unknown","positive"
"2477","hahahaha little boy donny is scared because he knows he‚Äôs gonna lose","fear","negative"
"2478","you are the greatest embarrassment in the history of this nation","unknown","negative"
"2479","yo trump why u building a wall","joy","neutral"
"2480","trump wants schools reopened but elections delayed think on it","unknown","positive"
"2481","even me from canada knows that you cant do this well you should read your own constitution dude ˇòâ","unknown","positive"
"2482","biden wouldn‚Äôt make anothermonths","unknown","positive"
"2483","the desperation is crazy","unknown","negative"
"2484","inthere was a presidential election after the war and during a pandemic if they did it then‚Ä","anger","negative"
"2485","yes no mail votingif the democrats can continue this fraud covid lock down to dominate us we m‚Ä","unknown","negative"
"2486","have you ever even read the constitution","unknown","positive"
"2487","you know you can‚Äôt do that right","unknown","positive"
"2488","the president will bring the eulogy for john lewis today presidentbarackobama that is","unknown","positive"
"2489","send kids to school but delay the electionyou‚Äôre the most morally corrupt president of all times","unknown","negative"
