"","text","emotion","polarity"
"1548","set fire everywhere i think america is trump only and these saudis think that they are the only people kiâ€","unknown","positive"
"1549","joe do you know where your at how about what year it is","unknown","positive"
"1550","i love going to these comment sections and looking at what a mess you americans are lmao","joy","neutral"
"1551","your greatest accomplishment was co authoring the crime bill which has caused alot of poverty in africanâ€","unknown","negative"
"1552","again why do you talk about it being someone else not you","unknown","positive"
"1553","trump greatest president of all time","unknown","positive"
"1554","your instinct should be to debate trump","unknown","neutral"
"1555","fool wait for the corpse","unknown","negative"
"1556","go change your depends joe enough from you for today your sick brain needs a rest€","disgust","negative"
"1557","hello china puppet","unknown","negative"
"1558","biden make me sleepnow i undestand the name sleppy","unknown","positive"
"1559","a leader who cant remember where he is","unknown","positive"
"1560","we need leadership that doesnt pander to the extreme leftists","unknown","negative"
"1561","okğÿ‘ğÿ","unknown","positive"
"1562","democrats of the last thing we need right now","unknown","negative"
"1563","what specifically is your solution to a crowd attempting to break in and set fire to a federal building","unknown","negative"
"1564","not a helicopter in dc","unknown","positive"
"1565","we needmore than ever we canâ€™t have a tard in the white house joe has been consistentâ€","unknown","neutral"
"1566","paedo stay away from the kids joe ğÿ","unknown","positive"
"1567","i did not see him adding any fuel in the fire in seattle or portland why are you not doing anything abouâ€","unknown","positive"
"1568","you talk aboutâ€œfueling the fireâ€isnâ€™t this you telling a black person sheâ€","unknown","negative"
"1569","we know you fucked that bowl of spaghetti","unknown","positive"
"1570","this election is about making america a world leader again notwaging war overseas and at its own people","anger","negative"
"1571","the st thing we need is law amp order where hard working american citizens are not losing their lives amp prâ€","unknown","negative"
"1572","proud to be with you joeğÿ’™ğÿ‡ğÿ‡ğÿ’™ğÿ‡ğÿ‡ğÿ’™ğÿ‡ğÿ‡ğÿ’™ğÿ‡ğÿ‡ğÿ’™ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡","joy","positive"
"1573","shut up joe","unknown","positive"
"1574","dude you hadyears","unknown","positive"
"1575","you are not that person","unknown","positive"
"1576","gw ingin secepatnyarakyat anda membutuhkan anda untuk pimpin negeri united state of america","unknown","positive"
"1577","after seeing several whites need not applyfrom your campaign president trump is not the one fueling tâ€","unknown","neutral"
"1578","the last thing we need right now is a president that needs help putting his pants on every morning","unknown","negative"
"1579","god help us joe you are our only hope","sadness","positive"
"1580","and that leader aint you leaders dont stutter and stumble through sentences","unknown","negative"
"1581","no we need a strong leader that will make tough decisions regardless of whether people like him or not foâ€","joy","neutral"
"1582","mrbiden you cant even take care of urself or family how much more taking care of america","joy","positive"
"1583","joe bidenâ€™s corruption and democrat lies are the last thing we need right now democratâ€™s wonâ€™t even condeâ€","unknown","negative"
"1584","joe why do you and the dems hate aberuca so much trump","anger","neutral"
"1585","listenedthis pile of bs this is ur typical old time campaign speech means zip empty words iâ€™ve listâ€","unknown","negative"
"1586","if biden becomes president this wonderful country will go to hell","surprise","neutral"
"1587","wait can you pick president obama to be your vice president we get a god back in office and you are guarâ€","sadness","negative"
"1588","in other words cave to the anarchists and criminals hell no","unknown","negative"
"1589","this election is not just about not voting for donald trump you said you were running for president becâ€","unknown","neutral"
"1590","we already have a wonderful presidentplease go back to your basement trump and beyond","surprise","positive"
"1591","you need to drink some fuel once you open your mouth its like a sleeping pill crickets","joy","neutral"
"1592","you are the last thing america needs nowâ€ïâ€ï","unknown","negative"
"1593","why did you cave in to the left wing of your party you won the nomination running as a moderate","unknown","negative"
"1594","seviyorum seni dãnya lideri olacak adamsän","unknown","negative"
"1595","definitely wonâ€™t be voting for joe","unknown","positive"
"1596","ğÿ–•ğÿ","unknown","positive"
"1597","sorry dude i had to take a call didnt see which button you ended up pushing","sadness","negative"
"1598","youâ€™re a lying dog faced pony soldier","unknown","negative"
"1599","in other words an buttkisser no thank you","unknown","positive"
"1600","yo let me be your vice president","unknown","negative"
"1601","empty words as usualmeaningless do nothing career politiciancorruptwho is now senileâ€","unknown","negative"
"1602","struggles struggleswhat was that","unknown","positive"
"1603","i wonder who actually runs bidenâ€™s twitter acctsure as hell isnt him","surprise","neutral"
"1604","he is a fire starter because he wants to keep the focus off his nasty self","unknown","negative"
"1605","actually youre absolutely wrong america doesnt need to be trying to calm any waters or lower any teâ€","unknown","negative"
"1606","biden wouldnt be the president they will","unknown","positive"
"1607","what on earthis this the new political madness strategy attacking the other candidateâ€","anger","negative"
"1608","i hope that you wont be tolerated with iran the worst crimenal regime on earthyou can not give them nuâ€","unknown","neutral"
"1609","ok the whole country wjburn down with you in office","unknown","positive"
"1610","this is one thing joe can deliver on heâ€™llnever add fuel to the fire when he speaks it sounds like itâ€™s his dying days","joy","neutral"
